Sample description: chromixs
Sample: chromixs  c= 0 mg/ml  Code: chromixs
 1.675470e+000  2.028666e+002  8.560611e+000
 1.678220e+000  2.126138e+002  8.615024e+000
 1.680980e+000  2.131852e+002  8.591526e+000
 1.683730e+000  2.015157e+002  8.536640e+000
 1.686490e+000  2.017412e+002  8.610233e+000
 1.689250e+000  1.922765e+002  8.526340e+000
 1.692000e+000  1.960756e+002  8.575393e+000
 1.694760e+000  2.035652e+002  8.566626e+000
 1.697520e+000  1.948422e+002  8.509319e+000
 1.700270e+000  1.986319e+002  8.597409e+000
 1.703030e+000  1.729173e+002  8.515424e+000
 1.705790e+000  1.901151e+002  8.588817e+000
 1.708540e+000  1.817096e+002  8.555103e+000
 1.711300e+000  1.846957e+002  8.504293e+000
 1.714060e+000  1.803832e+002  8.575062e+000
 1.716810e+000  1.932922e+002  8.490288e+000
 1.719570e+000  1.733440e+002  8.531015e+000
 1.722320e+000  1.829714e+002  8.478809e+000
 1.725080e+000  1.830767e+002  8.545271e+000
 1.727840e+000  1.833492e+002  8.487723e+000
 1.730590e+000  1.800418e+002  8.463142e+000
 1.733350e+000  1.776833e+002  8.501671e+000
 1.736110e+000  1.676740e+002  8.431567e+000
 1.738860e+000  1.635078e+002  8.469334e+000
 1.741620e+000  1.710656e+002  8.452936e+000
 1.744380e+000  1.742621e+002  8.423930e+000
 1.747130e+000  1.748942e+002  8.440235e+000
 1.749890e+000  1.671037e+002  8.457022e+000
 1.752650e+000  1.760272e+002  8.449311e+000
 1.755400e+000  1.700154e+002  8.410044e+000
 1.758160e+000  1.696211e+002  8.450999e+000
 1.760910e+000  1.629942e+002  8.397410e+000
 1.763670e+000  1.607078e+002  8.368925e+000
 1.766430e+000  1.674877e+002  8.424629e+000
 1.769180e+000  1.687237e+002  8.365798e+000
 1.771940e+000  1.563563e+002  8.391621e+000
 1.774700e+000  1.712588e+002  8.387317e+000
 1.777450e+000  1.673911e+002  8.361295e+000
 1.780210e+000  1.576526e+002  8.404787e+000
 1.782970e+000  1.641651e+002  8.318400e+000
 1.785720e+000  1.539421e+002  8.394938e+000
 1.788480e+000  1.456697e+002  8.309687e+000
 1.791240e+000  1.573443e+002  8.344441e+000
 1.793990e+000  1.555972e+002  8.354956e+000
 1.796750e+000  1.559686e+002  8.303339e+000
 1.799510e+000  1.511895e+002  8.326031e+000
 1.802260e+000  1.585109e+002  8.286034e+000
 1.805020e+000  1.527324e+002  8.329683e+000
 1.807770e+000  1.502968e+002  8.353104e+000
 1.810530e+000  1.439685e+002  8.260018e+000
 1.813290e+000  1.509103e+002  8.314407e+000
 1.816040e+000  1.316275e+002  8.224470e+000
 1.818800e+000  1.433106e+002  8.311509e+000
 1.821560e+000  1.525205e+002  8.256257e+000
 1.824310e+000  1.264118e+002  8.263352e+000
 1.827070e+000  1.295348e+002  8.272220e+000
 1.829830e+000  1.385957e+002  8.239822e+000
 1.832580e+000  1.388844e+002  8.268709e+000
 1.835340e+000  1.196233e+002  8.201116e+000
 1.838100e+000  1.306678e+002  8.307902e+000
 1.840850e+000  1.381394e+002  8.305622e+000
 1.843610e+000  1.151867e+002  8.277749e+000
 1.846360e+000  1.293016e+002  8.292419e+000
 1.849120e+000  1.170722e+002  8.227264e+000
 1.851880e+000  1.304719e+002  8.324891e+000
 1.854630e+000  1.247111e+002  8.286264e+000
 1.857390e+000  1.262311e+002  8.299899e+000
 1.860150e+000  1.247234e+002  8.306292e+000
 1.862900e+000  1.140254e+002  8.284082e+000
 1.865660e+000  1.434014e+002  8.360593e+000
 1.868420e+000  1.164266e+002  8.243245e+000
 1.871170e+000  1.230081e+002  8.276806e+000
 1.873930e+000  1.040113e+002  8.262398e+000
 1.876690e+000  1.228777e+002  8.242332e+000
 1.879440e+000  1.253559e+002  8.251485e+000
 1.882200e+000  1.155443e+002  8.180643e+000
 1.884950e+000  1.079688e+002  8.218522e+000
 1.887710e+000  1.228761e+002  8.253253e+000
 1.890470e+000  1.212908e+002  8.180537e+000
 1.893220e+000  1.226799e+002  8.223260e+000
 1.895980e+000  1.066127e+002  8.126161e+000
 1.898740e+000  1.103354e+002  8.204720e+000
 1.901490e+000  1.246857e+002  8.132613e+000
 1.904250e+000  1.185904e+002  8.149794e+000
 1.907010e+000  1.196386e+002  8.160563e+000
 1.909760e+000  1.105917e+002  8.125110e+000
 1.912520e+000  1.123015e+002  8.168961e+000
 1.915280e+000  1.193852e+002  8.077577e+000
 1.918030e+000  1.041345e+002  8.110329e+000
 1.920790e+000  1.037622e+002  8.125968e+000
 1.923540e+000  1.084535e+002  8.103110e+000
 1.926300e+000  9.948915e+001  8.102162e+000
 1.929060e+000  1.012439e+002  8.030563e+000
 1.931810e+000  9.116765e+001  8.074240e+000
 1.934570e+000  9.626381e+001  8.071798e+000
 1.937330e+000  1.022869e+002  8.052446e+000
 1.940080e+000  9.248763e+001  8.073257e+000
 1.942840e+000  1.011284e+002  8.019835e+000
 1.945600e+000  1.062607e+002  8.086753e+000
 1.948350e+000  8.720399e+001  7.994139e+000
 1.951110e+000  1.146976e+002  8.034022e+000
 1.953870e+000  9.530975e+001  8.032695e+000
 1.956620e+000  9.635502e+001  7.991071e+000
 1.959380e+000  8.961755e+001  8.024649e+000
 1.962130e+000  1.028038e+002  8.041023e+000
 1.964890e+000  8.636257e+001  8.152757e+000
 1.967650e+000  8.318207e+001  8.228372e+000
 1.970400e+000  8.534344e+001  8.273602e+000
 1.973160e+000  8.045114e+001  8.298916e+000
 1.975920e+000  1.023361e+002  8.354411e+000
 1.978670e+000  1.003526e+002  8.366727e+000
 1.981430e+000  9.960262e+001  8.432581e+000
 1.984190e+000  7.302669e+001  8.363611e+000
 1.986940e+000  6.643446e+001  8.418767e+000
 1.989700e+000  1.039081e+002  8.439264e+000
 1.992460e+000  7.618695e+001  8.456510e+000
 1.995210e+000  7.991671e+001  8.523738e+000
 1.997970e+000  7.645621e+001  8.435121e+000
 2.000730e+000  6.809406e+001  8.514567e+000
 2.003480e+000  8.338132e+001  8.528783e+000
 2.006240e+000  8.301776e+001  8.567797e+000
 2.008990e+000  8.697005e+001  8.565377e+000
 2.011750e+000  6.828809e+001  8.561386e+000
 2.014510e+000  8.424764e+001  8.591146e+000
 2.017260e+000  7.823717e+001  8.628258e+000
 2.020020e+000  5.671184e+001  8.549557e+000
 2.022780e+000  8.219676e+001  8.465422e+000
 2.025530e+000  7.745920e+001  8.389653e+000
 2.028290e+000  7.004141e+001  8.351604e+000
 2.031050e+000  7.366206e+001  8.368471e+000
 2.033800e+000  6.510788e+001  8.252694e+000
 2.036560e+000  7.264182e+001  8.261974e+000
 2.039320e+000  7.037802e+001  8.273665e+000
 2.042070e+000  7.567601e+001  8.206828e+000
 2.044830e+000  6.812603e+001  8.236347e+000
 2.047580e+000  7.093615e+001  8.173187e+000
 2.050340e+000  7.125748e+001  8.177704e+000
 2.053100e+000  7.599948e+001  8.181601e+000
 2.055850e+000  7.959042e+001  8.122673e+000
 2.058610e+000  6.047285e+001  8.160849e+000
 2.061370e+000  8.240504e+001  8.067825e+000
 2.064120e+000  6.185882e+001  8.156284e+000
 2.066880e+000  7.662395e+001  8.104645e+000
 2.069640e+000  6.768505e+001  8.060562e+000
 2.072390e+000  6.572390e+001  8.119408e+000
 2.075150e+000  5.518672e+001  8.040019e+000
 2.077910e+000  5.150391e+001  8.101082e+000
 2.080660e+000  6.500991e+001  8.053130e+000
 2.083420e+000  6.120461e+001  8.025498e+000
 2.086170e+000  7.335135e+001  8.109017e+000
 2.088930e+000  5.720582e+001  7.994306e+000
 2.091690e+000  6.814225e+001  8.062404e+000
 2.094440e+000  6.015266e+001  7.988876e+000
 2.097200e+000  4.888998e+001  7.999073e+000
 2.099960e+000  5.896542e+001  8.030403e+000
 2.102710e+000  6.344030e+001  7.939483e+000
 2.105470e+000  5.140437e+001  8.021567e+000
 2.108230e+000  6.892893e+001  7.960515e+000
 2.110980e+000  5.254234e+001  7.981864e+000
 2.113740e+000  6.529364e+001  7.977590e+000
 2.116500e+000  5.999358e+001  7.934469e+000
 2.119250e+000  5.618179e+001  7.993950e+000
 2.122010e+000  6.104213e+001  7.901365e+000
 2.124760e+000  5.423045e+001  7.950321e+000
 2.127520e+000  5.284203e+001  7.884088e+000
 2.130280e+000  4.575831e+001  7.913609e+000
 2.133030e+000  5.373744e+001  7.972820e+000
 2.135790e+000  6.483621e+001  7.847835e+000
 2.138550e+000  5.895116e+001  7.915696e+000
 2.141300e+000  6.198232e+001  7.879519e+000
 2.144060e+000  4.076478e+001  7.880001e+000
 2.146820e+000  6.177324e+001  7.931505e+000
 2.149570e+000  4.447249e+001  7.836786e+000
 2.152330e+000  4.834773e+001  7.874917e+000
 2.155090e+000  5.672863e+001  7.820611e+000
 2.157840e+000  5.739818e+001  7.865904e+000
 2.160600e+000  4.621207e+001  7.833859e+000
 2.163350e+000  5.053860e+001  7.800418e+000
 2.166110e+000  4.479228e+001  7.838337e+000
 2.168870e+000  3.709450e+001  7.777489e+000
 2.171620e+000  4.201981e+001  7.808799e+000
 2.174380e+000  5.422187e+001  7.747057e+000
 2.177140e+000  4.262320e+001  7.801186e+000
 2.179890e+000  5.351498e+001  7.797250e+000
 2.182650e+000  4.309873e+001  7.760415e+000
 2.185410e+000  4.225224e+001  7.775454e+000
 2.188160e+000  4.047856e+001  7.711237e+000
 2.190920e+000  4.758524e+001  7.784953e+000
 2.193680e+000  4.056680e+001  7.747942e+000
 2.196430e+000  3.904510e+001  7.748513e+000
 2.199190e+000  4.226250e+001  7.794639e+000
 2.201950e+000  4.197712e+001  7.692569e+000
 2.204700e+000  4.138217e+001  7.745486e+000
 2.207460e+000  5.007764e+001  7.729206e+000
 2.210210e+000  5.110047e+001  7.744261e+000
 2.212970e+000  3.559819e+001  7.731457e+000
 2.215730e+000  3.158115e+001  7.699406e+000
 2.218480e+000  4.216394e+001  7.734008e+000
 2.221240e+000  3.007732e+001  7.692898e+000
 2.224000e+000  4.801584e+001  7.724236e+000
 2.226750e+000  4.435412e+001  7.733230e+000
 2.229510e+000  4.349141e+001  7.661344e+000
 2.232270e+000  3.098657e+001  7.746126e+000
 2.235020e+000  4.442308e+001  7.649657e+000
 2.237780e+000  3.584577e+001  7.704534e+000
 2.240540e+000  3.703387e+001  7.652333e+000
 2.243290e+000  2.945095e+001  7.668156e+000
 2.246050e+000  4.180302e+001  7.707449e+000
 2.248800e+000  3.085263e+001  7.629392e+000
 2.251560e+000  3.903844e+001  7.712966e+000
 2.254320e+000  2.073075e+001  7.605609e+000
 2.257070e+000  3.115269e+001  7.664247e+000
 2.259830e+000  3.707234e+001  7.660569e+000
 2.262590e+000  4.470963e+001  7.650658e+000
 2.265340e+000  3.524372e+001  7.701308e+000
 2.268100e+000  3.069873e+001  7.639566e+000
 2.270860e+000  3.163484e+001  7.676897e+000
 2.273610e+000  2.032957e+001  7.662329e+000
 2.276370e+000  3.121669e+001  7.640088e+000
 2.279130e+000  1.193198e+001  7.698544e+000
 2.281880e+000  1.826446e+001  7.640203e+000
 2.284640e+000  2.820622e+001  7.701207e+000
 2.287390e+000  3.849823e+001  7.675642e+000
 2.290150e+000  3.658836e+001  7.679142e+000
 2.292910e+000  2.397106e+001  7.704830e+000
 2.295660e+000  2.557514e+001  7.657910e+000
 2.298420e+000  3.370037e+001  7.676952e+000
 2.301180e+000  2.815561e+001  7.639417e+000
 2.303930e+000  2.452902e+001  7.658367e+000
 2.306690e+000  3.015483e+001  7.653726e+000
 2.309450e+000  2.234705e+001  7.642378e+000
 2.312200e+000  2.628166e+001  7.671602e+000
 2.314960e+000  2.805969e+001  7.604742e+000
 2.317720e+000  1.611422e+001  7.644271e+000
 2.320470e+000  2.569168e+001  7.621600e+000
 2.323230e+000  1.624920e+001  7.586428e+000
 2.325980e+000  3.081175e+001  7.627585e+000
 2.328740e+000  2.169658e+001  7.611333e+000
 2.331500e+000  2.817230e+001  7.651890e+000
 2.334250e+000  2.987805e+001  7.581548e+000
 2.337010e+000  2.138540e+001  7.594767e+000
 2.339770e+000  2.817418e+001  7.627096e+000
 2.342520e+000  2.417022e+001  7.554974e+000
 2.345280e+000  2.205655e+001  7.638007e+000
 2.348040e+000  1.346880e+001  7.512276e+000
 2.350790e+000  2.604388e+001  7.591991e+000
 2.353550e+000  9.200634e+000  7.576355e+000
 2.356310e+000  1.572397e+001  7.536647e+000
 2.359060e+000  4.092001e+001  7.589703e+000
 2.361820e+000  1.799512e+001  7.508774e+000
 2.364570e+000  1.071065e+001  7.562579e+000
 2.367330e+000  2.296325e+001  7.548203e+000
 2.370090e+000  2.498382e+001  7.530624e+000
 2.372840e+000  1.241410e+001  7.519934e+000
 2.375600e+000  3.611885e+001  7.488259e+000
 2.378360e+000  3.373642e+000  7.568421e+000
 2.381110e+000  3.095397e+001  7.482862e+000
 2.383870e+000  5.872483e+000  7.508876e+000
 2.386630e+000  1.303123e+001  7.508471e+000
 2.389380e+000  2.002043e+001  7.460669e+000
 2.392140e+000  1.557339e+001  7.516994e+000
 2.394900e+000  1.886586e+001  7.429312e+000
 2.397650e+000  1.974798e+001  7.488493e+000
 2.400410e+000  3.084253e+001  7.443714e+000
 2.403170e+000  2.973730e+001  7.462029e+000
 2.405920e+000  1.778705e+001  7.410206e+000
 2.408680e+000  1.676820e+001  7.392715e+000
 2.411430e+000  2.119164e+000  7.422267e+000
 2.414190e+000  1.595818e+001  7.397618e+000
 2.416950e+000  2.714813e+001  7.398392e+000
 2.419700e+000  1.953310e+001  7.402695e+000
 2.422460e+000  1.088440e+001  7.373592e+000
 2.425220e+000  1.415550e+001  7.425392e+000
 2.427970e+000  1.286834e+001  7.350320e+000
 2.430730e+000  2.885533e+001  7.406960e+000
 2.433490e+000  1.210957e+001  7.388971e+000
 2.436240e+000  1.475274e+001  7.390248e+000
 2.439000e+000  7.494028e-001  7.395185e+000
 2.441760e+000  1.258387e+001  7.352528e+000
 2.444510e+000  1.735262e+001  7.406738e+000
 2.447270e+000  2.207006e+001  7.384233e+000
 2.450020e+000  1.189016e+001  7.370275e+000
 2.452780e+000  2.374620e+001  7.384773e+000
 2.455540e+000  2.055085e+001  7.326500e+000
 2.458290e+000  2.516168e+001  7.396623e+000
 2.461050e+000  1.006153e+001  7.322537e+000
 2.463810e+000 -1.074527e-001  7.346921e+000
 2.466560e+000  7.148455e+000  7.348445e+000
 2.469320e+000  1.274928e+001  7.312946e+000
 2.472080e+000  3.048842e+001  7.400374e+000
 2.474830e+000  1.699083e+001  7.290579e+000
 2.477590e+000  1.835101e+000  7.331971e+000
 2.480350e+000  5.686175e+000  7.304517e+000
 2.483100e+000  2.253750e+001  7.322804e+000
 2.485860e+000  3.007884e+000  7.324053e+000
 2.488610e+000  1.408052e+001  7.292085e+000
 2.491370e+000  1.428342e+001  7.341947e+000
 2.494130e+000  2.020362e+001  7.273850e+000
 2.496880e+000  2.377623e+001  7.314498e+000
 2.499640e+000  2.164129e+001  7.310781e+000
 2.502400e+000  9.400946e+000  7.269695e+000
 2.505150e+000  4.629004e+000  7.329758e+000
 2.507910e+000  1.125659e+000  7.265358e+000
 2.510670e+000  8.106412e+000  7.285501e+000
 2.513420e+000  1.691889e+001  7.265067e+000
 2.516180e+000  1.990502e+001  7.280186e+000
 2.518940e+000  3.647879e+000  7.292508e+000
 2.521690e+000  1.164225e+001  7.240416e+000
 2.524450e+000  2.355054e+001  7.308190e+000
 2.527200e+000  1.370622e+000  7.212199e+000
 2.529960e+000  1.105122e+001  7.290026e+000
 2.532720e+000  1.176840e+001  7.257215e+000
 2.535470e+000  1.238332e+001  7.233256e+000
 2.538230e+000  1.403622e+001  7.276784e+000
 2.540990e+000  1.448641e+001  7.236036e+000
 2.543740e+000  2.376168e+001  7.250342e+000
 2.546500e+000  2.180319e+001  7.280406e+000
 2.549260e+000  9.993587e+000  7.348037e+000
 2.552010e+000 -7.668498e+000  7.461794e+000
 2.554770e+000  1.970337e+001  7.475393e+000
 2.557530e+000  1.457183e+001  7.516981e+000
 2.560280e+000  1.408195e+001  7.535502e+000
 2.563040e+000  9.743489e+000  7.555464e+000
 2.565800e+000  9.064465e+000  7.628188e+000
 2.568550e+000  7.577103e+000  7.585281e+000
 2.571310e+000  2.116434e+001  7.665491e+000
 2.574060e+000  1.082468e+001  7.647105e+000
 2.576820e+000  1.214423e+001  7.698400e+000
 2.579580e+000  6.775601e+000  7.702747e+000
 2.582330e+000  3.939054e+000  7.717606e+000
 2.585090e+000  5.727691e+000  7.763026e+000
 2.587850e+000  1.691630e+001  7.728774e+000
 2.590600e+000  1.384983e+001  7.800644e+000
 2.593360e+000 -5.199915e+000  7.734927e+000
 2.596120e+000  6.950352e+000  7.784664e+000
 2.598870e+000  1.455036e+001  7.810230e+000
 2.601630e+000  4.248813e+000  7.815112e+000
 2.604390e+000  1.657424e+001  7.822657e+000
 2.607140e+000  9.489904e+000  7.659613e+000
 2.609900e+000  5.002688e+000  7.646258e+000
 2.612650e+000  8.987422e+000  7.595369e+000
 2.615410e+000  2.194161e+001  7.539167e+000
 2.618170e+000  9.615552e-001  7.556056e+000
 2.620920e+000  1.320012e+001  7.487443e+000
 2.623680e+000  1.453752e+001  7.545486e+000
 2.626440e+000  6.118820e+000  7.457093e+000
 2.629190e+000  1.069952e+001  7.458633e+000
 2.631950e+000  1.323246e+001  7.470113e+000
 2.634710e+000  5.415976e+000  7.421297e+000
 2.637460e+000 -7.062286e+000  7.468876e+000
 2.640220e+000  3.627838e+000  7.370443e+000
 2.642980e+000  2.421201e+001  7.422441e+000
 2.645730e+000  8.564378e+000  7.430779e+000
 2.648490e+000  9.865075e+000  7.350165e+000
 2.651240e+000  1.390786e+001  7.441861e+000
 2.654000e+000  1.038087e+001  7.330389e+000
 2.656760e+000  1.161560e+001  7.380069e+000
 2.659510e+000  1.025580e+001  7.380539e+000
 2.662270e+000  5.017809e+000  7.282286e+000
 2.665030e+000  9.013080e+000  7.358535e+000
 2.667780e+000  9.515424e+000  7.274216e+000
 2.670540e+000 -5.279088e+000  7.321517e+000
 2.673300e+000  4.162522e+000  7.290384e+000
 2.676050e+000  9.980932e+000  7.273307e+000
 2.678810e+000 -2.135588e+000  7.287287e+000
 2.681570e+000  8.132827e+000  7.247556e+000
 2.684320e+000  2.327684e+001  7.296169e+000
 2.687080e+000  2.147727e+001  7.235815e+000
 2.689830e+000  3.221026e+000  7.268095e+000
 2.692590e+000  1.497033e+001  7.274078e+000
 2.695350e+000  5.229450e+000  7.237456e+000
 2.698100e+000  1.186201e+001  7.260934e+000
 2.700860e+000 -1.477890e+000  7.198975e+000
 2.703620e+000 -4.547865e-001  7.244938e+000
 2.706370e+000  1.541176e+001  7.218980e+000
 2.709130e+000  7.900049e+000  7.207978e+000
 2.711890e+000  1.679785e+001  7.207269e+000
 2.714640e+000  4.945193e+000  7.167716e+000
 2.717400e+000  1.510473e+001  7.248945e+000
 2.720160e+000  1.536403e+001  7.159291e+000
 2.722910e+000  7.590318e+000  7.209628e+000
 2.725670e+000  1.077329e+000  7.188903e+000
 2.728420e+000  1.754481e+001  7.169936e+000
 2.731180e+000  1.184996e+001  7.215798e+000
 2.733940e+000  1.108020e+001  7.132259e+000
 2.736690e+000  8.629487e+000  7.201345e+000
 2.739450e+000  3.336303e+000  7.162941e+000
 2.742210e+000  8.555857e+000  7.150185e+000
 2.744960e+000  5.049855e+000  7.162560e+000
 2.747720e+000  1.308619e+001  7.130961e+000
 2.750480e+000  1.340378e+001  7.146283e+000
 2.753230e+000 -2.582284e+000  7.135466e+000
 2.755990e+000  2.115509e+001  7.148181e+000
 2.758750e+000  1.417942e+001  7.158387e+000
 2.761500e+000  1.385140e+001  7.120033e+000
 2.764260e+000 -2.854272e+000  7.143067e+000
 2.767020e+000  5.135014e+000  7.101223e+000
 2.769770e+000  5.978275e+000  7.120844e+000
 2.772530e+000  3.410515e+000  7.121576e+000
 2.775280e+000  7.487120e+000  7.113939e+000
 2.778040e+000  8.116467e+000  7.126070e+000
 2.780800e+000  4.603763e+000  7.073900e+000
 2.783550e+000  1.368122e+001  7.103895e+000
 2.786310e+000  1.719484e+001  7.115743e+000
 2.789070e+000  7.810513e+000  7.079826e+000
 2.791820e+000  1.535641e+001  7.090097e+000
 2.794580e+000  6.423914e+000  7.086352e+000
 2.797340e+000  9.624433e+000  7.074138e+000
 2.800090e+000  1.324172e+001  7.067121e+000
 2.802850e+000 -6.556821e-001  7.058890e+000
 2.805610e+000  1.152412e+001  7.069084e+000
 2.808360e+000  1.676582e+001  7.061194e+000
 2.811120e+000 -6.913182e+000  7.090810e+000
 2.813870e+000  1.984317e+001  7.060178e+000
 2.816630e+000  4.622762e+000  7.035024e+000
 2.819390e+000  1.690852e+001  7.053623e+000
 2.822140e+000  3.572771e+000  7.058251e+000
 2.824900e+000 -2.509001e-001  7.041996e+000
 2.827660e+000  1.128060e+001  7.031588e+000
 2.830410e+000  1.706501e+001  7.033419e+000
 2.833170e+000  8.981261e+000  7.058123e+000
 2.835930e+000  4.081161e+000  7.012174e+000
 2.838680e+000  8.543378e+000  7.029427e+000
 2.841440e+000  1.934910e+001  7.032291e+000
 2.844200e+000  9.420377e+000  7.012750e+000
 2.846950e+000  1.194160e+001  7.014385e+000
 2.849710e+000 -5.600409e-002  7.014354e+000
 2.852460e+000  1.000313e+001  7.019601e+000
 2.855220e+000  1.686525e+001  6.997881e+000
 2.857980e+000  1.782861e+001  7.011719e+000
 2.860730e+000  1.793046e+001  6.986345e+000
 2.863490e+000  6.485859e+000  7.018045e+000
 2.866250e+000  1.255797e+001  6.972987e+000
 2.869000e+000  1.939788e+001  7.006932e+000
 2.871760e+000  1.562645e+001  6.986589e+000
 2.874520e+000 -3.505286e+000  6.988396e+000
 2.877270e+000  7.487415e+000  7.010169e+000
 2.880030e+000  1.196908e+001  6.963271e+000
 2.882790e+000  1.047223e+001  6.987401e+000
 2.885540e+000  1.603888e+001  6.958129e+000
 2.888300e+000  1.127551e+001  6.968765e+000
 2.891050e+000  1.930338e+001  6.994852e+000
 2.893810e+000 -9.539053e-001  6.918514e+000
 2.896570e+000  1.394900e+001  7.003578e+000
 2.899320e+000  1.511179e+001  6.945852e+000
 2.902080e+000  3.431807e-001  6.929087e+000
 2.904840e+000  9.913901e+000  6.965085e+000
 2.907590e+000  1.593437e+001  6.911668e+000
 2.910350e+000 -6.216331e+000  6.975572e+000
 2.913110e+000  2.177476e+001  6.919309e+000
 2.915860e+000  7.088111e+000  6.959229e+000
 2.918620e+000  1.786745e+001  6.947895e+000
 2.921380e+000  1.692718e+001  6.882505e+000
 2.924130e+000  5.682319e+000  6.978419e+000
 2.926890e+000  1.665269e+001  6.893938e+000
 2.929640e+000  8.002616e+000  6.949524e+000
 2.932400e+000  1.208397e+001  6.925740e+000
 2.935160e+000  1.003729e+001  6.875008e+000
 2.937910e+000  2.224715e+000  6.943440e+000
 2.940670e+000  1.194418e+001  6.899138e+000
 2.943430e+000  1.253785e+001  6.920617e+000
 2.946180e+000  1.818811e+001  6.905419e+000
 2.948940e+000  1.170847e+001  6.896245e+000
 2.951700e+000  1.509993e+001  6.933781e+000
 2.954450e+000  1.409954e+001  6.867207e+000
 2.957210e+000  8.689046e+000  6.912055e+000
 2.959970e+000  9.328515e+000  6.878407e+000
 2.962720e+000  1.044922e+000  6.897780e+000
 2.965480e+000  1.216550e+001  6.908721e+000
 2.968240e+000  7.849759e+000  6.847791e+000
 2.970990e+000  1.228225e+001  6.894753e+000
 2.973750e+000  1.586979e+001  6.867935e+000
 2.976500e+000  6.094983e+000  6.887854e+000
 2.979260e+000  9.604250e+000  6.881404e+000
 2.982020e+000  7.201709e+000  6.896087e+000
 2.984770e+000  1.546980e+001  6.861329e+000
 2.987530e+000  9.832585e+000  6.847011e+000
 2.990290e+000  1.466366e+001  6.872980e+000
 2.993040e+000  2.286997e+001  6.849059e+000
 2.995800e+000  2.969366e+000  6.854240e+000
 2.998560e+000  6.182648e+000  6.881187e+000
 3.001310e+000  5.231821e+000  6.816024e+000
 3.004070e+000  4.471479e+000  6.838151e+000
 3.006830e+000  1.624351e+001  6.798787e+000
 3.009580e+000  1.931275e+000  6.862165e+000
 3.012340e+000  1.408785e+001  6.820107e+000
 3.015090e+000  1.521457e+001  6.794092e+000
 3.017850e+000  1.489781e+001  6.830515e+000
 3.020610e+000  5.528556e+000  6.784324e+000
 3.023360e+000  2.991315e+000  6.828813e+000
 3.026120e+000  1.788311e+001  6.792009e+000
 3.028880e+000  7.619438e+000  6.816419e+000
 3.031630e+000  1.827854e+001  6.823341e+000
 3.034390e+000  4.409416e+000  6.797206e+000
 3.037150e+000  1.348469e+001  6.811572e+000
 3.039900e+000  8.947813e+000  6.771917e+000
 3.042660e+000  1.739789e+001  6.829194e+000
 3.045420e+000  1.442651e+001  6.832808e+000
 3.048170e+000  1.080663e+001  6.801377e+000
 3.050930e+000  1.755100e+001  6.817575e+000
 3.053680e+000  9.021010e+000  6.771940e+000
 3.056440e+000  1.708684e+001  6.834055e+000
 3.059200e+000 -7.488460e-001  6.768617e+000
 3.061950e+000  1.788729e-001  6.808258e+000
 3.064710e+000  2.097207e+001  6.812683e+000
 3.067470e+000  2.531163e+001  6.789163e+000
 3.070220e+000  6.571019e+000  6.803763e+000
 3.072980e+000  1.095301e+001  6.741854e+000
 3.075740e+000  1.380766e+001  6.797994e+000
 3.078490e+000  1.429582e+001  6.802276e+000
 3.081250e+000  1.254795e+001  6.768098e+000
 3.084010e+000  1.908582e+001  6.805414e+000
 3.086760e+000  1.859604e+001  6.740514e+000
 3.089520e+000  1.680916e+001  6.794554e+000
 3.092270e+000  1.530016e+001  6.784644e+000
 3.095030e+000  5.284955e+000  6.745843e+000
 3.097790e+000  2.090968e+001  6.793613e+000
 3.100540e+000  1.946803e+001  6.741543e+000
 3.103300e+000  2.029685e+001  6.778286e+000
 3.106060e+000  1.258054e+001  6.729331e+000
 3.108810e+000  1.121747e+001  6.748443e+000
 3.111570e+000  2.185703e+001  6.792353e+000
 3.114330e+000  1.719986e+001  6.731778e+000
 3.117080e+000  1.377922e+001  6.787237e+000
 3.119840e+000  3.205156e+001  6.717896e+000
 3.122600e+000  1.785631e+001  6.760561e+000
 3.125350e+000  2.504793e+001  6.756758e+000
 3.128110e+000  2.642426e+001  6.739370e+000
 3.130860e+000  3.304417e+000  6.778614e+000
 3.133620e+000  1.521279e+001  6.836596e+000
 3.136380e+000  1.867205e+001  6.921400e+000
 3.139130e+000  1.759751e+001  6.943434e+000
 3.141890e+000  2.302273e+001  6.971478e+000
 3.144650e+000  1.449483e+001  7.000556e+000
 3.147400e+000  2.971903e+001  7.032576e+000
 3.150160e+000  2.103298e+001  7.088239e+000
 3.152920e+000  2.335451e+001  7.052737e+000
 3.155670e+000  1.697810e+001  7.088097e+000
 3.158430e+000  1.715648e+001  7.133226e+000
 3.161190e+000  2.521346e+001  7.150556e+000
 3.163940e+000  1.316234e+001  7.159167e+000
 3.166700e+000  1.636102e+001  7.144373e+000
 3.169460e+000  1.451692e+001  7.190789e+000
 3.172210e+000  7.815781e+000  7.187231e+000
 3.174970e+000  1.478458e+001  7.201647e+000
 3.177720e+000  1.522064e+001  7.252087e+000
 3.180480e+000  8.652566e+000  7.237876e+000
 3.183240e+000  2.491799e+001  7.308785e+000
 3.185990e+000  2.616335e+001  7.299357e+000
 3.188750e+000  1.816608e+001  7.242238e+000
 3.191510e+000  2.379450e+001  7.192943e+000
 3.194260e+000  2.735076e+001  7.100815e+000
 3.197020e+000  1.803107e+001  7.118397e+000
 3.199780e+000  6.502689e+000  7.041635e+000
 3.202530e+000  1.649800e+001  7.049090e+000
 3.205290e+000  1.573778e+001  7.044353e+000
 3.208050e+000  3.953344e+000  6.975738e+000
