  0.000000e+00   1.036858e+01
  3.921570e-03   7.492999e+00
  7.843140e-03   2.850593e+00
  1.176470e-02   7.030675e-01
  1.568630e-02   2.408715e-01
  1.960780e-02   1.205715e-01
  2.352940e-02   7.304886e-02
  2.745100e-02   5.245238e-02
  3.137250e-02   4.224137e-02
  3.529410e-02   3.668832e-02
  3.921570e-02   3.313568e-02
  4.313730e-02   3.101207e-02
  4.705880e-02   2.941308e-02
  5.098040e-02   2.848411e-02
  5.490200e-02   2.777440e-02
  5.882350e-02   2.730583e-02
  6.274510e-02   2.696817e-02
  6.666670e-02   2.663954e-02
  7.058820e-02   2.636506e-02
  7.450980e-02   2.613633e-02
  7.843140e-02   2.596332e-02
  8.235290e-02   2.583574e-02
  8.627450e-02   2.572240e-02
  9.019610e-02   2.562037e-02
  9.411760e-02   2.551432e-02
  9.803920e-02   2.540735e-02
  1.019610e-01   2.531090e-02
  1.058820e-01   2.522845e-02
  1.098040e-01   2.516333e-02
  1.137250e-01   2.512543e-02
  1.176470e-01   2.509323e-02
  1.215690e-01   2.506180e-02
  1.254900e-01   2.504313e-02
  1.294120e-01   2.503657e-02
  1.333330e-01   2.503324e-02
  1.372550e-01   2.502501e-02
  1.411760e-01   2.500927e-02
  1.450980e-01   2.498677e-02
  1.490200e-01   2.497080e-02
  1.529410e-01   2.495746e-02
  1.568630e-01   2.494630e-02
  1.607840e-01   2.493512e-02
  1.647060e-01   2.492361e-02
  1.686270e-01   2.491144e-02
  1.725490e-01   2.489872e-02
  1.764710e-01   2.488732e-02
  1.803920e-01   2.487782e-02
  1.843140e-01   2.486940e-02
  1.882350e-01   2.486213e-02
  1.921570e-01   2.485569e-02
  1.960780e-01   2.484988e-02
  2.000000e-01   2.484271e-02
  2.039220e-01   2.483619e-02
  2.078430e-01   2.482941e-02
  2.117650e-01   2.482164e-02
  2.156860e-01   2.481293e-02
  2.196080e-01   2.480397e-02
  2.235290e-01   2.479550e-02
  2.274510e-01   2.478812e-02
  2.313730e-01   2.478141e-02
  2.352940e-01   2.477630e-02
  2.392160e-01   2.477233e-02
  2.431370e-01   2.476821e-02
  2.470590e-01   2.476384e-02
  2.509800e-01   2.476275e-02
  2.549020e-01   2.475736e-02
  2.588240e-01   2.475675e-02
  2.627450e-01   2.475684e-02
  2.666670e-01   2.475609e-02
  2.705880e-01   2.475572e-02
  2.745100e-01   2.475681e-02
  2.784310e-01   2.475900e-02
  2.823530e-01   2.476178e-02
  2.862750e-01   2.476521e-02
  2.901960e-01   2.476774e-02
  2.941180e-01   2.476986e-02
  2.980390e-01   2.477082e-02
  3.019610e-01   2.477102e-02
  3.058820e-01   2.477144e-02
  3.098040e-01   2.477159e-02
  3.137250e-01   2.476958e-02
  3.176470e-01   2.476616e-02
  3.215690e-01   2.476259e-02
  3.254900e-01   2.475978e-02
  3.294120e-01   2.475639e-02
