0.000000e+000  1.057265e+001
1.532120e-004  1.056747e+001
5.346850e-004  1.050974e+001
9.161580e-004  1.038885e+001
1.297631e-003  1.020667e+001
1.679104e-003  9.966070e+000
2.060577e-003  9.670879e+000
2.442050e-003  9.325885e+000
2.823523e-003  8.936758e+000
3.204996e-003  8.509944e+000
3.586469e-003  8.052503e+000
3.967942e-003  7.571892e+000
4.349415e-003  7.075702e+000
4.730875e-003  6.571398e+000
5.112334e-003  6.065979e+000
5.493808e-003  5.565764e+000
5.875267e-003  5.076285e+000
6.256727e-003  4.602070e+000
6.638200e-003  4.146737e+000
7.019660e-003  3.713127e+000
7.401119e-003  3.303392e+000
7.782593e-003  2.919231e+000
8.164052e-003  2.562116e+000
8.545512e-003  2.233312e+000
8.926985e-003  1.933954e+000
9.308445e-003  1.664996e+000
9.689905e-003  1.426999e+000
1.007138e-002  1.219970e+000
1.045284e-002  1.043199e+000
1.083430e-002  8.950886e-001
1.121576e-002  7.731737e-001
1.159723e-002  6.742212e-001
1.197869e-002  5.944723e-001
1.236015e-002  5.299483e-001
1.274162e-002  4.768175e-001
1.312308e-002  4.317293e-001
1.350454e-002  3.920550e-001
1.388597e-002  3.560215e-001
1.426754e-002  3.226749e-001
1.464898e-002  2.917966e-001
1.503041e-002  2.635997e-001
1.541184e-002  2.385064e-001
1.579327e-002  2.168903e-001
1.617484e-002  1.988858e-001
1.655627e-002  1.843244e-001
1.693771e-002  1.727043e-001
1.731914e-002  1.633112e-001
1.770071e-002  1.553467e-001
1.808214e-002  1.480899e-001
1.846357e-002  1.409992e-001
1.884500e-002  1.337887e-001
1.922657e-002  1.264233e-001
1.960801e-002  1.190728e-001
1.998944e-002  1.120044e-001
2.037087e-002  1.054914e-001
2.075230e-002  9.972696e-002
2.113387e-002  9.477446e-002
2.151530e-002  9.056829e-002
2.189674e-002  8.693512e-002
2.227817e-002  8.365767e-002
2.265974e-002  8.053208e-002
2.304117e-002  7.742185e-002
2.342260e-002  7.427580e-002
